orthogroup gr01 gr02	sp01 sp02	spM01 spM02
OG0010290 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010293 -9.44965419451773 -9.45234752315405	-9.41924804162642 -9.41923968900541	-9.37550845612647 -9.37550841851362
OG0010294 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010295 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010298 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010301 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010302 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010303 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010304 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010305 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010306 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010307 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010309 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010310 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010313 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010314 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010315 -8.75919937296249 -8.75920076112777	-8.72609249055432 -8.72769253170963	-8.68241317779911 -8.68269268999372
OG0010316 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010317 -9.44965419451773 -9.45234752315405	-9.41924804162642 -9.41923968900541	-9.37550845612647 -9.37550841851362
OG0010318 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010319 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010320 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010322 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010323 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010324 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010327 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010328 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010329 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010331 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010332 -8.75919937296249 -8.75920076112777	-8.72609249055432 -8.72769253170963	-8.68241317779911 -8.68269268999372
OG0010334 -9.44965419287611 -9.45234752315405	-9.41924807553337 -9.41923968900541	-9.37550848330879 -9.37550890997553
OG0010337 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010338 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010340 -8.75919937296249 -8.75920076112777	-8.72609249055432 -8.72769253170963	-8.68241317779911 -8.68269268999372
OG0010341 -9.44965420027443 -9.45234752315405	-8.65687193189284 -8.65687103955682	-8.71629329985928 -8.71572621018554
OG0010344 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010346 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.61804489129882 -8.6180384721951
OG0010349 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010350 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.61804489129882 -8.6180384721951
OG0010351 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010354 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010355 -8.75919938611845 -8.75920076112777	-8.72609249643273 -8.72769253170953	-8.6824131780986 -8.68269268999374
OG0010356 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010357 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010358 -10.1454958277301 -10.1454949699389	-10.1123869245991 -10.1630427605442	-10.0443666292984 -10.0443661409624
OG0010360 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.61804490406771 -8.6180384721951
OG0010362 -9.4496541945231 -9.45234752315405	-9.41924811976678 -9.41923968900541	-9.37550852393541 -9.37550890997553
OG0010363 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010364 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010366 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010367 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010370 -9.44965419287611 -9.45234752315405	-9.41924807553338 -9.41923968900541	-8.71379836469046 -9.33479367318029
OG0010371 -8.75919937296249 -8.75920076112777	-8.72609249055432 -8.72769253170963	-8.68241317779911 -8.68269268999372
OG0010373 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010374 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010377 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010378 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010381 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010382 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010383 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010384 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010385 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.61804490406771 -8.6180384721951
OG0010386 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010388 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010389 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010390 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010391 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010392 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010393 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010394 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010395 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010396 -9.44965419451773 -9.45234752315405	-9.41924804162642 -9.41923968900541	-9.37550845612647 -9.37550841851362
OG0010397 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010398 -9.44965420027443 -9.45234752315405	-8.65687193189284 -8.65687103955682	-8.71629329985928 -8.71572621018554
OG0010399 -9.44965419123175 -9.45234752315405	-8.6568791795845 -8.65687103955682	-9.37568315052465 -9.37552219448124
OG0010400 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010402 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010403 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.61804489129882 -8.6180384721951
OG0010405 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010406 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010408 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010410 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010411 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010413 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010414 -9.4496541928761 -9.45234752315405	-9.41924807551387 -9.41923968900541	-9.31118748946477 -8.84588576062083
OG0010415 -9.44965419451955 -9.45234752315405	-9.41924805642523 -9.41923968900541	-9.37550846377646 -9.37550841851362
OG0010416 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010417 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010419 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010420 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010421 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010422 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010423 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010424 -9.44965419287611 -9.45234752315405	-9.41924807553338 -9.41923968900541	-8.71379836469046 -9.33479367318029
OG0010425 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010426 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010427 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010429 -8.75919938611845 -8.75920076112777	-8.72609249643273 -8.72769253170953	-8.6824131780986 -8.68269268999374
OG0010431 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010432 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010433 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010434 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010435 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010437 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010438 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010439 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010440 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010441 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010442 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010445 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010447 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010448 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010449 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010450 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010451 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010455 -8.75919937296249 -8.75920076112777	-8.72609249055432 -8.72769253170963	-8.68241317779911 -8.68269268999372
OG0010457 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010458 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010459 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010460 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010462 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010464 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010467 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010471 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010472 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010473 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010474 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010476 -9.44965420027443 -9.45234752315405	-8.65687193189284 -8.65687103955682	-8.71629329985928 -8.71572621018554
OG0010477 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010478 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010479 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010481 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010482 -8.75919937296249 -8.75920076112777	-8.72609249055432 -8.72769253170963	-8.68241317779911 -8.68269268999372
OG0010483 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010485 -10.5387217658208 -10.5387194937891	-10.4135357583365 -10.4367244255588	-9.93025965057275 -10.0394105801798
OG0010486 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010488 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010490 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010491 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010493 -9.44965419287744 -9.45234752315405	-9.41924809463724 -9.41923968900541	-8.71379877390365 -9.33479367318029
OG0010494 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010495 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010497 -9.44965419452089 -9.45234752315405	-9.41924807553884 -9.41923968900541	-9.37550848329452 -9.37550841851362
OG0010498 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010499 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010500 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010501 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010502 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010503 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010504 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010506 -10.5387217141469 -10.5387194937891	-10.4135344432395 -10.4367244255588	-10.1452554932188 -10.1452553767407
OG0010507 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010508 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010512 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010514 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010516 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010517 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010519 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010520 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010522 -10.9385438289123 -10.9385408514094	-8.9616591877683 -8.96165845124561	-10.296668286035 -10.2966677988122
OG0010524 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010525 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010526 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.61804490406771 -8.6180384721951
OG0010529 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010532 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010534 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010535 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.61804489417217 -8.6180384721951
OG0010536 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010537 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010538 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010541 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010542 -9.44965419288256 -9.45234752315405	-9.41924816439377 -9.41923968900541	-9.37550856218736 -9.37550890997553
OG0010546 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010547 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010548 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010549 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010550 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010551 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010555 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010558 -8.75919938614163 -8.75920076112777	-8.72609249937258 -8.72769253170953	-8.68241317831895 -8.68269268999374
OG0010561 -8.75919937301341 -8.75920076112777	-8.72609249534386 -8.72769253170963	-8.68241317807813 -8.68269268999372
OG0010563 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010564 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010565 -8.75919937304641 -8.75920076112777	-8.72609249991503 -8.72769253170963	-8.68241317837702 -8.68269268999372
OG0010567 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010568 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010569 -8.75919937304361 -8.75920076112777	-8.72609249937142 -8.72769253170963	-8.68241317834534 -8.68269268999372
OG0010571 -8.75919937302323 -8.75920076112777	-8.72609249697774 -8.72769253170963	-8.68241317815672 -8.68269268999372
OG0010573 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010574 -8.75919938612126 -8.75920076112777	-8.72609249697889 -8.72769253170953	-8.68241317813033 -8.68269268999374
OG0010576 -9.44965419287477 -9.45234752315405	-9.41924805641001 -9.41923968900541	-9.31118747900801 -8.84588576062083
OG0010577 -10.8093844080298 -10.809389027406	-10.5597961921084 -10.5597994679358	-9.50885910545482 -9.62046471906285
OG0010584 -10.6400568402665 -10.6400991032812	-9.69016837105979 -9.68998920105967	-7.83872012280446 -7.96638174182316
OG0010585 -10.3863147992826 -10.3876926597457	-6.51289104928696 -6.52802040657916	-7.08164875647549 -7.08173864575167
OG0010587 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010588 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010590 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010591 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010592 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010593 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010596 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010597 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010598 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010599 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010600 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010601 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010602 -9.44965419288256 -9.45234752315405	-9.41924816438402 -9.41923968900541	-9.37550856217809 -9.37550890997553
OG0010603 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010604 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010605 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010607 -9.44965419452133 -9.45234752315405	-9.41924808812519 -9.41923968900541	-9.37550849387911 -9.37550890997553
OG0010608 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010609 -9.44965419287307 -9.45234752315405	-9.41924804579824 -9.41923968900541	-9.3755084396076 -9.37550890997553
OG0010610 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010611 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010612 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010614 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010615 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010618 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010619 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010620 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010621 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010622 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010623 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010624 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010625 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010626 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010627 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010628 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010629 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010630 -9.44965419287654 -9.45234752315405	-9.41924808809054 -9.41923968900541	-8.71379844800399 -9.33479367318029
OG0010631 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
